a,b,c,d,0
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136805-2),523000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136805+2/1008444855610911559470109,2020-11-24 13:36,0
3 pokoje | Żoliborz /Bielany,460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-zoliborz-bielany/1008444350920910495893209,2020-11-24 13:36,0
"Bezpośrednio- Metro, NOWY budynek, Gotowe, Okazja!",529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio+-metro-nowy-budynek-gotowe-okazja/1008443913610912663512109,2020-11-24 11:36,0
3-POKOJOWE MIESZKANIE 56 M2 Z BALKONEM NA WAWRZYSZEWIE NOWA CENA !!!,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-56-m2-z-balkonem-na-wawrzyszewie-nowa-cena/1007374091830912422087009,2020-11-24 09:36,0
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD w cenie.Blisko las,AWF,UKSW",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-uksw/1008442369860910771905009,2020-11-24 09:36,0
Sprzedam kawalerkę,295000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-kawalerke/1008196031150911040272609,2020-11-24 06:36,0
"3 pokoje, Bielany ul Gąbińska",520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-gabinska/1008440885530911378860309,2020-11-24 01:36,0
3 pokojowe mieszkanie,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie/1008440146020912407250109,2020-11-23 19:36,0
3 pokojowe mieszkanie z potencjałem,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-z-potencjalem/1008446929000912506060109,2020-11-24 19:07,0
Mieszkanie Warszawa Bielany 55m2 (nr: 496238),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496238/1008446614180912099690009,2020-11-24 18:07,0
Trzy pokoje przy Starej Baśni.,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzy-pokoje-przy-starej-basni/1008446375500912448490009,2020-11-24 18:07,0
Piękne 2 pokojowe mieszkanie w pobliżu terenów zielonych.,403000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/piekne-2-pokojowe-mieszkanie-w-poblizu-terenow-zielonych/1008446240870912727925309,2020-11-24 18:07,0
"mieszkanie 2 pokojowe, przestronne blisko stacji metra.",479000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-2-pokojowe-przestronne-blisko-stacji-metra/1008451913130912407250109,2020-11-25 05:06,1
Mieszkanie Warszawa Bielany 53.5m2 (nr: SOL-MS-136970),465000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-53-5m2-nr-sol+ms+136970/1008451471950911559470109,2020-11-25 14:06,1
Stare Bielany przy metrze,395000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-przy-metrze/1008198669310910660705009,2020-11-25 11:06,1
SPRZEDAM 2 POKOJOWE 37 m WARSZAWA BIELANY DORYCKA II PIĘTRO 571 282 100,360000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-2-pokojowe-37-m-warszawa-bielany-dorycka-ii-pietro-571-282-100/1007175640690910504066709,2020-11-25 11:06,1
Sprzedam bezpośrednio atrakcyjną kawalerkę na Bielanach blisko metra Młociny.,277000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-bezposrednio-atrakcyjna-kawalerke-na-bielanach-blisko-metra-mlociny/1008448872690912404049109,2020-11-25 09:06,1
Bardzo ładne 3-pokojowe do wprowadzenia się (MS-666),525000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bardzo-ladne-3+pokojowe-do-wprowadzenia-sie-ms+666/1008457723010912472146409,2020-11-26 14:06,1
Po remoncie trzy pokoje przy Reymonta na Bielanach.,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/po-remoncie-trzy-pokoje-przy-reymonta-na-bielanach/1008457176310912448490009,2020-11-26 13:06,1
"Mieszkanie 49m, 3pok+kuchnia, przy metrze Bielany",490000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-49m-3pok%252Bkuchnia-przy-metrze-bielany/1008159277750912113271609,2020-11-26 13:06,1
2 pokojowe mieszkanie na Bielanach przy ul. Brązowniczej,545000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-na-bielanach-przy-ul-brazowniczej/1008208774000912591089009,2020-11-26 12:06,1
3 pokojowe mieszkanie do remontu,455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-do-remontu/1008456330100912407250109,2020-11-26 11:06,1
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD w cenie.Blisko las, AWF,UKSW",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-uksw/1008454568750910771905009,2020-11-26 08:06,1
Do własnej aranżacji !,510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/do-wlasnej-aranzacji/1008453632490912407250109,2020-11-25 21:06,1
2 min. do metra Młociny! 3 pokoje!,400000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-min-do-metra-mlociny-3-pokoje/1008453606060912407250109,2020-11-25 21:06,1
Bezpośrednio mieszkanie przy Metrze Młociny. Meble gratis!,499000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bezposrednio-mieszkanie-przy-metrze-mlociny-meble-gratis/1006704488690910494415009,2020-11-27 07:36,1
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD w cenie.Blisko las,AWF, UKSW",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-uksw/1008460478280910771905009,2020-11-27 07:36,1
Bardzo przytulne mieszkanie 3-pokojowe!,484000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bardzo-przytulne-mieszkanie-3+pokojowe/1008458647390912407250109,2020-11-26 17:36,1
2-pokojowe z widokiem Bielany!,402800,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-z-widokiem-bielany/1008458672390911381140509,2020-11-26 17:36,1
"Rozkładowe 54m, 3 pok+kuch, do remontu, OKAZJA!",455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/rozkladowe-54m-3-pok%252Bkuch-do-remontu-okazja/1008458208110912113271609,2020-11-26 16:36,1
Mieszkanie Warszawa Bielany 56.12m2 (nr: SOL-MS-136989),520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-12m2-nr-sol+ms+136989/1008463053650911559470109,2020-11-27 13:41,1
Mieszkanie Warszawa Bielany 55m2 (nr: 496449),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496449/1008462430300912099690009,2020-11-27 11:41,1
Mieszkanie Warszawa Bielany 57m2 (nr: 31855/4508/OMS),550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-31855-4508-oms/1008461552920912395010109,2020-11-27 09:41,1
3 pokojowe mieszkanie Bielany ul. Petofiego,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-ul-petofiego/1008466217480911378860309,2020-11-28 09:45,1
3 pokojowe mieszkanie Bielany al. Reymonta,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-al-reymonta/1008464996790911378860309,2020-11-28 00:45,1
"1 pokój, Bielany ul Duracza",269000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokoj-bielany-ul-duracza/1008464986860911378860309,2020-11-28 00:45,1
3 POKOJE W SERCU ZIELONYCH BIELAN - METRO,419000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-w-sercu-zielonych-bielan-+-metro/1008464967840912590090009,2020-11-27 23:45,1
"3 pokoje z balkonem, metro w pobliżu!",539900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-z-balkonem-metro-w-poblizu/1008464871590912407250109,2020-11-27 23:45,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: 31878/4508/OMS),520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-31878-4508-oms/1008470313130912395010109,2020-11-29 12:26,1
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136805-3),523000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136805+3/1008468787330911559470109,2020-11-29 01:26,1
Mieszkanie Warszawa Bielany 57m2 (nr: SOL-MS-136539-6),520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-sol+ms+136539+6/1008468787300911559470109,2020-11-29 01:26,1
"Przestronne, słoneczne trzy pokoje w al. Władysława Reymonta.",450000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/przestronne-sloneczne-trzy-pokoje-w-al-wladyslawa-reymonta/1008470834360912448490009,2020-11-29 15:05,1
Mieszkanie Warszawa Bielany 55m2 (nr: 496585),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496585/1008470811140912099690009,2020-11-29 15:05,1
Aleja Władysława Reymonta / Bielany,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/aleja-wladyslawa-reymonta-bielany/1008475102970912102090009,2020-11-28 18:12,1
Bardzo ładne 3-pokojowe do wprowadzenia się (MS-666) ,525000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bardzo-ladne-3+pokojowe-do-wprowadzenia-sie-ms+666/1008473466720912472146409,2020-11-30 09:12,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E89),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e89/1008472836720911447620009,2020-11-30 07:12,1
STAREJ BAŚNI 3 pokoje,424000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/starej-basni-3-pokoje/1008472143560910468493709,2020-11-29 22:12,1
Mieszkanie Warszawa Bielany 56m2 (nr: 87465/3645/OMS),480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-87465-3645-oms/1008481361480910535030709,2020-11-30 11:21,1
Mieszkanie Warszawa Bielany 55.72m2 (nr: 87461/3645/OMS),525000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55-72m2-nr-87461-3645-oms/1008481149830910535030709,2020-11-29 17:21,1
"3 pokoje, Bielany ul Broniewskiego",510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-bielany-ul-broniewskiego/1008480745510911378860309,2020-12-01 09:21,1
Metro Wawrzyszew.Bezpośrednio  2 pokojowe. Umeblowane. Sprzęt RTV i AGD. Doskonała lokalizacja  ,367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/metro-wawrzyszew-bezposrednio-2-pokojowe-umeblowane-sprzet-rtv-i-agd-doskonala-lokalizacja/1008480310970910771905009,2020-12-01 09:21,1
Mieszkanie 5 pokoi z tarasem i ogrodem zimowym,899,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-5-pokoi-z-tarasem-i-ogrodem-zimowym/1008479290910911381140509,2020-12-01 04:21,1
Mieszkanie 2 pokojowe na parterze,409990,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-2-pokojowe-na-parterze/1008479229270912407250109,2020-12-01 00:21,1
Sprzedam bezpośrednio mieszkanie na warszawskich Bielanach na osiedlu zamkniętym przy ul. Heroldów.,389000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-bezposrednio-mieszkanie-na-warszawskich-bielanach-na-osiedlu-zamknietym-przy-ul-heroldow/1008478419470912732752809,2020-11-30 21:21,1
Mieszkanie Warszawa Bielany 53.5m2 (nr: SOL-MS-136970-2),455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-53-5m2-nr-sol+ms+136970+2/1008478201470911559470109,2020-11-30 19:21,1
Mieszkanie Warszawa Bielany 56m2 (nr: 87454/3645/OMS),505000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-87454-3645-oms/1008477768020910535030709,2020-11-30 17:21,1
"2 oddzielne pokoje, kuchnia, balkon",366700,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-oddzielne-pokoje-kuchnia-balkon/1008477676910912407250109,2020-11-30 17:21,1
2 pokojowe mieszkanie z miejscem garażowym (MS-642) ,495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-z-miejscem-garazowym-ms+642/1008476853140912472146409,2020-11-30 15:21,1
"Klimatyczna kamienica po rewitalizacji, METRO!!!",395000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/klimatyczna-kamienica-po-rewitalizacji-metro/1008077908160910938907609,2020-11-30 13:21,1
Mieszkanie Warszawa Bielany 56m2 (nr: 31901/4508/OMS),489000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-31901-4508-oms/1008483684950912395010109,2020-12-01 16:12,1
2 pokojowe mieszkanie na Bielanach - Chomiczówka ,545000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-pokojowe-mieszkanie-na-bielanach-+-chomiczowka/1008483262280912660883309,2020-12-01 14:12,1
1 pokojowe mieszkanie Bielany ul. Conrada,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/1-pokojowe-mieszkanie-bielany-ul-conrada/1008483365570911378860309,2020-12-01 14:12,1
3 pokojowe mieszkanie Bielany ul. Kasprowicza,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokojowe-mieszkanie-bielany-ul-kasprowicza/1008483251910911378860309,2020-12-01 14:12,1
3 pokoje na Bielanach- blisko komunikacji,449999,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-bielanach+-blisko-komunikacji/1008482705260912395010109,2020-12-01 12:12,1
"3 pokoje na Bielanach - 57m, dobrze skomunikowane",540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-bielanach-+-57m-dobrze-skomunikowane/1008487624350911381140509,2020-12-01 06:07,1
2 ODDZIELNE POKOJE * BALKON * BLISKO LASU BIELAŃSKIEGO,367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2-oddzielne-pokoje-balkon-blisko-lasu-bielanskiego/1008485928060912407250109,2020-12-02 03:07,1
mieszkanie na sprzedaż Bielany - Chomiczówka,400000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-sprzedaz-bielany-+-chomiczowka/1008485687280910507119909,2020-12-02 00:07,1
Mieszkanie Warszawa Bielany 54m2 (nr: SOL-MS-137022),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-54m2-nr-sol+ms+137022/1008484786560911559470109,2020-12-01 19:07,1
Mieszkanie Warszawa Bielany 55m2 (nr: 496823),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496823/1008490699020912099690009,2020-12-02 17:18,1
3 - pokojowe las Bielański!,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-+-pokojowe-las-bielanski/1008490384540911381140509,2020-12-02 16:18,1
3-pok mieszkanie przy metrze Wawrzyszew,475000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pok-mieszkanie-przy-metrze-wawrzyszew/1008488665660912101150209,2020-12-02 12:18,1
Sprzedam 3 pokoje Bielany 52 mkw,549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/sprzedam-3-pokoje-bielany-52-mkw/1008488106010912451535509,2020-12-02 10:18,1
3 pokoje * Metro słodowiec * 56 m2,518000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-metro-slodowiec-56-m2/1008495947750912735273409,2020-12-02 23:21,1
Trzypokojowe mieszkanie z balkonem,540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/trzypokojowe-mieszkanie-z-balkonem/1008495904880912562703109,2020-12-02 19:21,1
3-pokojowe mieszkanie z balkonem (MS-619) ,449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-z-balkonem-ms+619/1008495947660912472146409,2020-12-02 13:21,1
Mieszkanie Warszawa Bielany 55m2 (nr: 496956),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-496956/1008495811150912099690009,2020-12-03 14:21,1
* OD ZARAZ! CICHE! PIWNICA! KW!*,355000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/od-zaraz-ciche-piwnica-kw/1008495025360911379840409,2020-12-03 12:21,1
 Idealnie skomunikowane mieszkanie w pobliżu metra Słodowiec z dobrze rozwiniętą infrastrukturą,520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/idealnie-skomunikowane-mieszkanie-w-poblizu-metra-slodowiec-z-dobrze-rozwinieta-infrastruktura/1008493481750912679713609,2020-12-03 09:21,1
3 pokoje na Bielanach w doskonałej lokalizacji,524000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-bielanach-w-doskonalej-lokalizacji/1008492036740912395010109,2020-12-03 04:21,1
Mieszkanie Warszawa Bielany 56.9m2 (nr: SOL-MS-136973),549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-9m2-nr-sol+ms+136973/1008491874420911559470109,2020-12-02 22:21,1
Mieszkanie Warszawa Bielany 60m2 (nr: SOL-MS-135765-10),515000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-60m2-nr-sol+ms+135765+10/1008491836370911559470109,2020-12-02 21:22,1
Mieszkanie Warszawa Bielany 56m2 (nr: SOL-MS-134652),530000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-sol+ms+134652/1008491810830911559470109,2020-12-02 21:22,1
Mieszkanie Warszawa Bielany 56m2 (nr: SOL-MS-134516-1),510000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-sol+ms+134516+1/1008491813480911559470109,2020-12-02 21:22,1
2-pokojowe gustowne i zadbane - Bielany !,498000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/2+pokojowe-gustowne-i-zadbane-+-bielany/1008497714450911381140509,2020-12-03 20:57,1
3-pokojowe mieszkanie na Bielanach (MS-524) ,480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-na-bielanach-ms+524/1007565375700912472146409,2020-12-03 15:57,1
Warszawa Wóycickiego 78m2 nowe kameralne bud.,550000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/warszawa-woycickiego-78m2-nowe-kameralne-bud/1008496338170910471308209,2020-12-03 15:57,1
3 pokoje * Metro * Bielany,528000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-metro-bielany/1008496098230912735273409,2020-12-03 14:57,1
Mieszkanie Warszawa Bielany 56m2 (nr: 242610126),480000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-242610126/1008499206190911488050009,2020-12-04 07:52,1
Mieszkanie Warszawa Bielany 53.5m2 (nr: SOL-MS-136970-3),455000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-53-5m2-nr-sol+ms+136970+3/1008498168190911559470109,2020-12-04 00:52,1
Mieszkanie Warszawa Bielany 57m2 (nr: FE486004),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-fe486004/1008501233740912587860309,2020-12-04 13:27,1
Mieszkanie Warszawa Bielany 55m2 (nr: 497122),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-497122/1008505335250912099690009,2020-12-05 10:41,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: 31927/4508/OMS),520000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-31927-4508-oms/1008505098110912395010109,2020-12-05 09:41,1
Mieszkanie Warszawa Bielany 57m2 (nr: FE486004755),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-57m2-nr-fe486004755/1008516245990912587860309,2020-12-06 14:13,1
Mieszkanie 3 pokoje balkon Bielany ul. Wrzeciono - 47 mkw ,485000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3-pokoje-balkon-bielany-ul-wrzeciono-+-47-mkw/1008515189610912105367809,2020-12-07 13:13,1
"Mieszkanie 3 pokoje balkon Bielany ul. Wrzeciono - 56,8 mkw ",495000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-3-pokoje-balkon-bielany-ul-wrzeciono-+-56-8-mkw/1008515495020912105367809,2020-12-07 13:13,1
Zaledwie 200 m od metra Słodowiec 3 pokoje do własnej aranżacji w dobrej cenie!!!,460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/zaledwie-200-m-od-metra-slodowiec-3-pokoje-do-wlasnej-aranzacji-w-dobrej-cenie/1008514784260912649111709,2020-12-07 12:13,1
"63 METRY, 3 niezależne pokoje, oddzielna kuchnia.",529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/63-metry-3-niezalezne-pokoje-oddzielna-kuchnia/1008514382540912450050109,2020-12-07 11:13,1
Mieszkanie do remontu 3 pokoje z balkonem BIELANY ul. Kasprowicza - 48 mkw  ,449000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-do-remontu-3-pokoje-z-balkonem-bielany-ul-kasprowicza-+-48-mkw/1008513625450912105367809,2020-12-07 10:14,1
"Bielany. Przy metrze. 2 pokojowe. Umeblowane wraz ze sprzętem RTV i AGD w cenie. Blisko las,AWF,UKSW",367000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/bielany-przy-metrze-2-pokojowe-umeblowane-wraz-ze-sprzetem-rtv-i-agd-w-cenie-blisko-las-awf-uksw/1008513202220910771905009,2020-12-07 09:14,1
Mieszkanie Warszawa Bielany 56.8m2 (nr: M-84880-11/E90),500000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-8m2-nr-m+84880+11-e90/1008511587910911447620009,2020-12-07 07:14,1
Mieszkanie na Bielanach/ bezpośrednio/ 3 pokoje 56m/ 5min METRO,529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-na-bielanach-bezposrednio-3-pokoje-56m-5min-metro/1008511150710910464366409,2020-12-06 22:14,1
STARE BIELANY - STAREJ BAŚNI 50 m,423500,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/stare-bielany-+-starej-basni-50-m/1008510613550910468493709,2020-12-06 18:14,1
3 pokoje na Młocinach,529000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3-pokoje-na-mlocinach/1008518919610912407250109,2020-12-08 05:29,1
Mieszkanie Warszawa Bielany 55m2 (nr: 497409),527900,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-55m2-nr-497409/1008518741340912099690009,2020-12-07 23:29,1
"3-pokojowe mieszkanie, Bielany, Metro Słodowiec!",460000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/3+pokojowe-mieszkanie-bielany-metro-slodowiec/1008517022000912722884109,2020-12-07 16:29,1
Mieszkanie Warszawa Bielany 56m2 (nr: SOL-MS-137073),540000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56m2-nr-sol+ms+137073/1008516641850911559470109,2020-12-07 15:29,1
Mieszkanie Warszawa Bielany 56.9m2 (nr: SOL-MS-136973-2),549000,https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bielany/mieszkanie-warszawa-bielany-56-9m2-nr-sol+ms+136973+2/1008516681520911559470109,2020-12-07 15:29,1
